"gene_id","ST29_biol_rep_1","ST29_biol_rep_2","ST29_biol_rep_3","ST61_biol_rep_1","ST61_biol_rep_2","ST61_biol_rep_3","ST40_biol_rep_1","ST40_biol_rep_2","ST40_biol_rep_3","ST41_biol_rep_1","ST41_biol_rep_2","ST41_biol_rep_3"
"gene-SA0378",10117,4814,6891,980,1180,1031,9582,8312,10571,7550,7353,8697
"gene-SA0379",8744,2853,3200,350,385,342,4884,4025,5430,3335,3119,1918
"gene-SAS012",6357,2413,3374,394,460,442,4897,3677,5478,3025,2929,3608
"gene-SA0380",246,199,229,47,42,36,176,243,173,151,130,235
"gene-SA0381",698,417,477,135,145,130,379,520,375,304,284,429
"gene-set6",128,76,95,31,39,39,92,82,86,146,116,152
"gene-set7",53,31,43,16,12,13,47,36,45,39,35,43
"gene-set8",328,141,180,50,74,65,154,225,171,196,139,190
"gene-set9",243,44,61,26,33,30,52,83,64,96,70,96
"gene-set10",173,61,100,42,34,32,69,92,60,84,62,90
"gene-set11",72,59,55,11,21,9,76,46,88,81,77,77
"gene-set12",26,39,41,6,5,9,36,37,41,51,36,45
"gene-set13",57,53,45,10,16,10,51,58,59,39,50,52
"gene-set14",232,137,167,24,32,23,131,133,132,141,133,179
"gene-SAS013",9,7,6,0,2,0,0,13,10,10,2,7
"gene-hsdM",4017,3041,4643,703,701,766,3810,3698,3723,2594,2906,4082
"gene-hsdS",2263,3042,3652,358,369,373,3866,3615,3807,2582,2507,3575
"gene-set15",83,78,144,31,40,47,84,121,110,173,280,206
"gene-SA0394",481,270,418,120,129,154,344,417,369,367,580,545
"gene-SA0395",147,335,337,305,255,206,396,251,395,709,746,981
"gene-lpl1",18,7,1,2,1,0,5,6,10,28,4,9
"gene-lpl2",35,14,21,0,0,4,22,17,21,28,11,20
"gene-lpl3",42,21,16,3,1,1,30,23,26,32,15,29
"gene-SA0399",24,29,21,2,5,3,28,21,37,45,24,27
"gene-lpl4",30,36,21,1,1,2,33,33,35,43,26,42
"gene-lpl5",39,40,43,3,6,0,48,46,58,63,16,36
"gene-lpl6",23,20,15,1,0,1,41,39,40,39,15,26
"gene-lpl7",44,42,36,1,2,1,51,48,61,40,31,53
"gene-lpl8",81,71,46,8,6,10,65,91,85,82,42,75
"gene-lpl9",110,111,90,19,13,8,154,146,150,112,55,109
"gene-SA0406",345,317,293,40,49,47,427,451,371,259,200,331
"gene-SA0407",223,201,177,19,14,10,140,151,142,115,90,177
"gene-SA0408",303,202,177,23,22,11,165,228,190,148,130,165
"gene-SA0409",406,343,359,49,40,45,262,267,306,188,180,168
"gene-SA0410",10703,3345,1395,114,663,659,4208,2565,4178,1595,2081,1213
"gene-SAS014",2,0,4,1,0,0,1,0,3,44,2,3
"gene-ndhF",2914,7081,4371,272,314,381,3881,3445,3798,1619,1876,2208
"gene-SA0412",12042,19923,11260,802,949,1003,9484,9183,8577,3819,4876,5797
"gene-SA0413",4412,6141,3881,263,324,288,2941,3210,2870,1523,1904,2337
"gene-SA0414",11,5,11,3,2,0,7,7,12,9,6,7
"gene-SA0415",576,1210,813,64,92,84,888,850,908,511,466,559
"gene-SA0416",724,1317,834,109,141,104,1045,1144,1007,578,629,659
"gene-SA0417",73,365,591,70,31,39,198,99,216,445,466,823
"gene-cysM",1150,43,28,25,43,27,146,145,156,68,104,98
"gene-metB",956,174,93,98,114,81,475,531,503,208,246,264
"gene-SA0420",647,674,302,245,350,220,1313,721,1211,906,992,1005
"gene-SA0421",330,630,251,162,215,158,1037,668,1160,643,671,737
"gene-SA0422",950,2258,955,428,515,413,3189,2076,3200,2071,2112,2750
"gene-SA0423",14185,19878,11024,4174,4812,3731,16635,13086,16866,13493,13267,16098
"gene-SA0424",438,209,247,118,139,131,371,396,398,277,320,313
"gene-SA0425",592,392,574,84,139,93,448,437,460,379,368,566
"gene-SA0426",1048,593,849,199,172,188,805,903,830,540,649,828
"gene-SA0427",168,452,404,186,233,154,681,742,738,584,633,558
"gene-SA0428",206,626,478,169,211,156,794,691,818,710,730,703
"gene-gltC",154,292,270,66,66,61,324,268,323,205,193,234
"gene-gltB",61614,94868,83706,19409,24415,18677,160506,117121,147698,84423,85361,137773
"gene-gltD",48163,43859,38007,8853,10949,8492,73369,55637,65591,34829,37030,60219
"gene-SAtRNA03",2705,3670,2915,439,577,448,5582,4020,5945,2892,2769,3911
"gene-treP",881,549,299,195,259,206,773,673,718,581,568,710
"gene-SA0433",578,474,353,244,246,268,728,644,731,676,687,831
"gene-SA0434",571,305,266,200,228,235,517,453,511,434,433,507
"gene-SA0435",1236,458,568,83,149,145,512,494,504,446,475,608
"gene-dnaX",8602,3666,4189,1011,1072,955,4014,3493,3941,3411,3523,4936
"gene-SA0437",3462,2063,2882,589,603,587,2936,2449,2805,2205,2528,3825
"gene-recR",3898,2793,3442,564,665,664,3446,2633,3345,3133,3322,4705
"gene-SArRNA01",98,51,899,642,644,432,60,30,24,19,21,751
"gene-SAtRNA04",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SAtRNA05",0,0,0,0,0,0,0,0,0,0,0,0
"gene-SArRNA02",536,2234,20360,4929,5151,3691,893,231,485,838,639,13749
"gene-SArRNA03",0,0,0,2,5,1,0,0,0,1,0,1
"gene-SA0439",1254,893,979,171,152,159,871,971,857,590,624,914
"gene-tmk",649,639,645,101,121,120,731,648,787,634,648,894
"gene-SA0441",5748,3267,4374,763,876,1038,4305,4035,4215,3700,4446,5739
"gene-holB",4826,3647,4492,646,827,597,4211,3933,4328,3700,3679,4829
"gene-SA0443",2263,1921,1901,310,417,288,2145,2508,2165,1668,1717,2075
"gene-SA0444",1677,1364,1291,200,250,168,1448,1772,1510,1191,1252,1566
"gene-SA0445",1349,428,436,68,88,58,497,637,579,384,369,393
"gene-SA0446",286,83,82,14,24,16,96,129,114,81,66,114
"gene-SA0447",1722,447,425,107,150,102,510,798,556,331,348,398
"gene-metS",11064,7978,7617,2085,1985,2034,11952,10003,12059,8089,8177,11500
"gene-SA0449",3901,3420,2955,1042,1071,1149,5603,5103,5544,3300,4081,4989
"gene-SA0450",799,611,624,135,143,136,844,658,791,664,681,1021
"gene-ksgA",1698,1234,1221,265,263,210,1514,1470,1494,1164,1249,1671
"gene-veg",35702,21811,20486,12974,15401,14123,32207,26346,36239,33447,31269,37989
"gene-SA0453",9355,11957,8315,3908,4963,3958,15155,15411,14400,13759,14203,18486
"gene-purR",10756,11604,8096,3361,4051,3384,12780,14089,12977,12875,13327,16964
"gene-SA0455",8097,4902,4306,2087,2020,1634,5999,7157,5974,5961,7301,8668
"gene-spoVG",10223,6252,5212,2927,2977,2682,7772,9313,7869,7497,9111,9925
"gene-gcaD",10979,4088,3689,1606,1697,1563,5615,5457,5486,3805,4307,5634
"gene-prs",11345,4874,4330,1716,1824,1598,7003,6615,7030,4201,4823,5775
"gene-rplY",24766,10417,9315,7601,8961,7661,20704,18889,21255,16675,21293,21787
"gene-pth",988,849,1064,258,220,245,892,643,786,996,1037,1270
"gene-mfd",3282,4797,4300,1459,1546,1322,6089,5173,5913,5937,6115,7864
"gene-SA0462",1361,2178,2142,722,764,692,2820,2600,2820,2703,2875,3290
"gene-SA0463",2140,3099,3040,946,1034,794,3504,3274,3344,3078,3227,4004
"gene-SA0464",674,934,1045,192,242,171,923,972,864,715,814,907
"gene-SA0465",1486,1838,1904,359,376,338,1630,2002,1680,1286,1458,1881
"gene-SA0466",11372,8340,12514,1367,1554,1465,8325,8592,8777,7239,8607,10994
"gene-SA0467",1761,1154,1148,311,388,286,1676,1428,1609,1250,1373,1474
"gene-SA0468",2896,1268,1193,353,425,356,1642,1460,1790,1729,1933,1917
"gene-ftsH",15282,14307,13307,5814,6048,5520,24528,18112,24250,20643,22439,26114
"gene-SA0470",2091,1824,1493,415,511,379,1688,1756,1636,1567,1755,2036
"gene-cysK",5191,3427,3310,1582,1500,1442,6293,6335,5943,4547,6011,6953
"gene-folP",944,310,388,102,124,126,669,535,596,360,403,496
"gene-folB",566,225,222,105,96,76,394,298,350,238,234,363
"gene-folK",2603,1061,1173,573,698,579,1601,1136,1549,1548,1597,1902
"gene-lysS",12684,7149,6839,3734,4099,3738,11539,10664,11912,8339,9135,11103
"gene-SArRNA04",3,3,3,1,4,0,2,0,2,3,4,6
"gene-SAtRNA06",2,2,2,1,3,0,1,2,3,2,0,3
"gene-SAtRNA07",158,22,37,15,15,14,68,64,70,36,112,67
"gene-SAtRNA08",420,117,201,102,103,104,267,178,269,217,333,281
"gene-SAtRNA09",67,36,34,14,8,17,42,35,71,38,94,79
"gene-SAtRNA10",240,49,100,19,26,18,174,223,183,51,201,89
"gene-SAtRNA11",178,48,74,56,57,53,153,88,163,92,197,153
"gene-SAtRNA12",80,33,24,16,19,18,54,37,53,50,42,85
"gene-SAtRNA13",410,44,108,49,36,58,108,70,109,106,100,210
"gene-SArRNA05",25,168,1719,920,883,578,41,12,12,25,4,1763
"gene-SAtRNA14",235,94,229,49,63,68,104,68,67,93,44,304
"gene-SArRNA06",458,1899,17625,4433,4743,3207,896,170,338,701,249,11979
"gene-SArRNA07",0,0,2,4,2,0,0,0,0,0,0,1
"gene-SA0476",143,267,322,44,65,71,413,303,456,223,276,251
"gene-SA0477",11733,11014,16560,1856,2297,2024,14421,15070,14218,8119,9510,12254
"gene-SA0478",8214,8601,12008,1383,1908,1387,12880,12632,12677,7026,7990,10054
"gene-nupC",10900,5860,5297,1651,1905,1840,12070,9493,12768,7431,8811,9507
"gene-ctsR",2663,6775,3787,552,587,599,1423,2855,1560,716,867,976
"gene-SA0481",1637,5523,2570,483,499,585,1078,2178,1104,600,717,957
"gene-SA0482",3641,12506,5591,922,949,945,2226,4610,2214,1209,1383,2117
"gene-clpC",25369,68196,26776,4138,4274,4545,11330,24508,11297,6835,7801,11143
"gene-radA",2127,1540,1335,554,560,585,2073,2019,2049,1357,1480,2072
"gene-SA0485",1407,1469,1118,329,383,367,1884,1686,2047,1261,1278,1169
"gene-gltX",7480,4066,3978,1593,1655,1400,7296,5790,7471,7009,7826,8486
"gene-cysE",892,345,508,142,151,133,803,665,714,712,679,1021
"gene-cysS",2600,1091,1384,434,430,446,2587,2124,2405,1909,1880,2681
"gene-SA0489",628,325,413,110,101,92,765,651,736,625,546,961
"gene-SA0490",1331,615,640,245,260,215,1247,1361,1196,872,966,1323
"gene-SA0491",1331,598,704,200,255,212,1304,1279,1330,1014,886,1462
"gene-SA0492",1517,1255,2111,0,0,2,1242,1143,1309,1337,1218,1580
"gene-secE",3976,1504,2056,304,301,252,1857,1510,1939,1857,1984,2836
"gene-nusG",13553,4517,5929,1209,1386,1082,5500,4765,5495,5229,5559,7225
"gene-SAS015",426,195,267,130,140,117,234,214,275,308,269,474
"gene-rplK",38059,10376,10758,6135,6841,5926,18671,17042,18534,16595,25279,23040
"gene-rplA",67333,19478,22115,9460,10659,8307,28363,24169,28308,28124,38134,38136
"gene-rplJ",17978,10691,6504,7740,8203,7513,22785,15885,23069,17195,26686,23223
"gene-rplL",10462,7909,4369,4232,4351,4285,14714,12852,16670,11376,17622,12732
"gene-SA0499",4315,1689,1487,604,664,586,2495,2261,2556,1824,2264,2353
"gene-rpoB",75516,51615,52647,20212,21243,18252,67161,47727,66446,58944,69218,80900
"gene-rpoC",52672,71477,64512,29824,31169,26800,107766,84386,111133,96275,117756,125966
"gene-SA0502",22106,4611,3993,1712,1988,1592,8988,6862,10455,6258,10052,6616
"gene-rpsL",69932,13403,11935,6043,6739,5581,23318,19272,22937,19667,23147,25113
"gene-rpsG",70144,17283,14163,7553,8313,7215,29010,28229,28070,21613,28290,30562
"gene-fus",271374,88137,69117,39057,41320,37002,149043,149388,143357,104651,145526,154171
"gene-tufA",206376,84118,65292,38059,37257,36422,146189,160698,139914,96601,142957,149468
"gene-SA0507",252,713,770,276,293,306,1138,706,1135,1197,1216,1334
"gene-SA0508",2589,951,1062,351,370,398,1446,1156,1414,1093,1362,1686
"gene-SA0509",345,382,521,944,660,601,861,779,960,1607,1648,2371
"gene-araB",565,462,500,99,96,114,456,475,474,480,482,644
"gene-SA0511",1687,1198,861,473,511,533,1699,1452,1696,1456,1539,2053
"gene-ilvE",5240,17419,19202,5253,4130,5916,32317,18205,32917,21963,23132,34055
"gene-SA0513",941,4965,3837,1406,1067,1547,8920,4296,9357,5914,5936,8839
"gene-SA0514",199,158,184,88,112,90,236,178,274,353,362,377
"gene-SA0515",127,120,131,25,25,23,136,90,163,169,168,156
"gene-SA0516",500,273,229,109,132,130,398,361,435,353,406,399
"gene-SA0517",919,635,624,254,277,229,1085,795,1107,970,1003,1217
"gene-SA0518",737,672,656,217,243,206,1061,835,1124,941,947,1169
"gene-sdrC",167,84,87,76,51,64,105,99,128,176,159,199
"gene-sdrD",253,358,173,291,321,266,528,347,538,1111,860,1048
"gene-sdrE",680,435,581,186,249,213,409,394,428,675,605,722
"gene-SA0522",81,135,136,51,29,40,79,57,77,155,115,148
"gene-SA0523",345,260,307,195,190,130,501,426,478,729,613,652
"gene-SA0524",4220,3609,4215,1209,1187,1281,5888,5598,5707,3873,4757,5845
"gene-SA0525",2610,2105,2477,674,706,695,3005,2845,3026,1972,2564,3233
"gene-SA0526",1317,1158,1633,315,358,335,1739,1452,1745,1240,1408,2028
"gene-nagB",740,424,701,222,204,244,491,463,469,501,647,741
"gene-SA0528",819,483,784,314,275,320,664,569,583,701,822,1027
"gene-SA0529",736,454,614,422,349,382,626,584,650,657,849,895
"gene-SA0530",1466,912,1952,107,123,127,1743,1315,1793,907,960,1581
"gene-proP",173,192,258,106,105,77,261,239,256,379,396,379
"gene-SA0532",4,6,2,3,3,7,13,8,11,14,13,7
"gene-vraA",419,231,320,45,77,64,279,212,278,302,316,317
"gene-vraB",714,259,359,75,101,75,389,304,364,319,293,436
"gene-vraC",84,62,69,17,17,11,107,60,82,101,83,109
"gene-SA0536",162,71,91,14,18,21,126,68,118,102,80,101
"gene-SAS016",295,462,720,313,394,343,1024,1365,1132,960,1897,1284
"gene-SA0537",4112,3418,4998,970,928,947,4523,4357,4331,3446,4138,5474
"gene-ung",1894,643,805,255,282,249,1072,865,1040,796,843,1162
"gene-SA0539",1313,479,540,188,214,217,775,702,738,543,578,738
"gene-SA0540",939,508,552,169,196,149,837,769,876,664,684,838
"gene-SA0541",1837,658,1127,1244,953,778,1103,918,1143,2648,2836,2815
"gene-SA0542",431,501,647,191,175,157,616,501,690,603,738,776
"gene-SA0543",727,682,834,196,177,196,797,628,801,730,845,885
"gene-SA0544",3755,3329,3843,404,400,347,2938,3130,3051,1482,1702,2006
"gene-pta",15374,7737,7234,4131,4111,4102,10489,11726,9906,7030,7896,10181
"gene-SA0546",11863,8354,7148,3191,3144,3147,11083,11777,11415,7457,8416,11225
"gene-mvaK1",4059,958,635,351,447,313,1922,2358,1879,868,894,1316
"gene-mvaD",3071,797,472,357,363,285,2000,2560,1856,749,922,1124
"gene-mvaK2",2768,1047,635,364,387,303,2100,3034,2082,885,1033,1201
"gene-SA0550",918,630,538,170,223,150,721,655,684,887,781,746
"gene-SA0551",276,325,351,96,100,96,409,306,436,326,408,415
"gene-SA0552",42,30,30,8,12,13,50,40,50,28,37,34
"gene-SA0553",80,89,79,39,22,26,80,57,74,129,102,120
"gene-SA0554",27,37,16,6,8,5,36,26,29,39,33,50
"gene-SA0555",43,41,38,12,14,15,45,24,39,61,39,27
"gene-SA0556",38,42,37,18,9,10,75,29,59,73,47,62
"gene-SA0557",558,308,307,129,125,96,482,430,495,439,429,492
"gene-SA0558",1281,706,767,208,198,229,873,761,834,671,799,1002
"gene-SA0559",510,729,827,134,133,136,756,469,835,674,684,837
"gene-SA0560",2727,3415,3645,739,762,753,3844,2917,3848,3106,3154,4272
"gene-SA0561",1134,1657,1661,371,388,326,2040,1571,2156,1687,1901,2163
"gene-adh1",74866,38336,70229,13048,8696,13462,24374,22015,24301,35493,40919,72086
"gene-SA0563",1643,1094,1299,287,350,320,1240,864,1286,1384,1300,1773
"gene-argS",10217,6939,6655,2072,2276,2102,8957,7129,8962,8071,9032,10513
"gene-SA0565",152,84,111,14,26,9,127,90,140,120,93,101
"gene-SA0566",3685,2100,4011,291,415,347,3960,2384,4025,2896,3368,4164
"gene-SA0567",1367,1567,1781,266,271,272,1999,1497,2111,1451,1444,1738
"gene-SA0568",1194,1274,1319,233,250,228,1745,1559,1781,1005,1151,1285
"gene-SA0569",1557,1981,1918,343,371,312,2653,2290,2681,1580,1623,2242
"gene-SA0570",16882,8816,10147,5881,6035,6604,12517,14327,13390,11191,13028,12661
"gene-SA0571",1151,562,739,132,174,127,916,709,968,1129,946,564
"gene-SA0572",550,179,166,51,65,43,293,220,331,335,314,406
"gene-sarA",6306,2137,2753,1118,1067,749,3297,3379,3681,3251,3416,3173
"gene-SA0574",253,232,308,127,111,99,255,216,312,357,307,259
"gene-SA0575",4779,10729,23553,185,156,208,482,501,543,41,37,48
"gene-SA0576",2857,7952,17957,262,187,254,363,281,335,27,28,56
"gene-SA0577",151,55,63,19,21,14,78,43,63,114,79,105
"gene-SA0578",233,166,183,137,99,78,235,149,206,359,299,342
"gene-SA0579",23,37,38,27,13,14,35,27,34,107,65,95
"gene-SA0580",21,24,37,15,2,10,37,20,30,54,50,57
"gene-SA0581",166,155,215,113,98,86,210,147,194,331,285,381
"gene-SA0582",19,28,38,11,9,7,45,25,39,63,41,39
"gene-SA0583",30,36,59,22,27,24,47,34,45,75,56,112
"gene-SA0584",64,62,59,53,47,37,93,69,80,124,128,128
"gene-SA0585",10391,12118,10159,1863,1816,1971,14806,18345,15275,8017,8708,11061
"gene-SA0586",1,0,0,0,0,0,0,0,0,0,1,0
"gene-SA0587",1037,379,373,63,145,74,712,610,728,378,376,479
"gene-SA0588",477,305,260,47,109,52,553,486,564,220,215,230
"gene-SA0589",622,459,420,68,136,65,1001,677,1048,268,284,432
"gene-SA0590",4493,2928,2015,296,409,289,2979,4095,3315,1824,2079,2198
"gene-SA0591",216,86,141,57,63,54,146,194,188,139,232,179
"gene-tagA",1622,1043,1173,262,261,276,1357,949,1392,1192,1292,1502
"gene-tagH",2814,1616,1596,565,558,506,2090,1954,2110,1342,1556,1841
"gene-tagG",3715,2141,2845,585,693,596,2439,2028,2856,2276,2355,2100
"gene-tagB",1348,677,856,93,109,97,746,736,751,494,438,808
"gene-tagX",2744,1257,1691,259,265,248,1502,1604,1554,964,828,1430
"gene-tagD",1239,626,724,95,107,85,618,772,679,429,451,636
"gene-pbp4",219,192,177,185,172,114,266,186,228,647,680,611
"gene-SA0599",3022,4186,3874,957,1055,926,3632,3952,3759,3282,3465,4303
"gene-SAS017",35,61,48,5,9,8,73,99,83,45,73,56
"gene-SA0600",6087,5822,7536,1520,1394,1567,8557,6223,8985,5894,6502,8781
"gene-SA0601",1263,657,571,329,331,352,1029,745,1104,652,748,895
"gene-fhuC",1700,1865,519,196,210,175,2343,2099,2488,758,908,1061
"gene-fhuB",381,733,207,116,103,105,974,1072,955,320,515,452
"gene-fhuG",468,721,314,193,209,170,984,1095,957,491,643,626
"gene-SA0605",163,125,71,29,32,28,167,142,162,104,120,104
"gene-SA0606",101,93,60,23,23,25,126,112,102,86,113,114
"gene-SA0607",104,91,51,20,29,25,97,105,105,49,54,62
"gene-SA0608",899,780,757,378,408,309,718,608,763,1320,1479,1319
"gene-SA0609",304,258,179,228,283,199,298,262,312,503,555,469
"gene-SA0610",340,523,492,148,178,128,573,344,568,677,721,655
"gene-SA0611",1173,1285,784,162,190,157,2139,2457,2260,941,928,936
"gene-SA0612",711,589,637,214,174,211,662,623,665,532,610,721
"gene-SA0613",1568,1493,1403,321,337,333,1605,1429,1641,1257,1314,1584
"gene-SA0614",785,1065,916,206,210,210,1111,988,1210,821,860,1027
"gene-SA0615",957,1302,1074,247,273,270,1514,1490,1542,1071,1131,1336
"gene-vraF",828,908,950,217,227,182,1105,1107,1027,941,1010,1184
"gene-vraG",1428,1667,1432,341,376,294,1781,1871,1818,1687,1567,1637
"gene-SA0618",7868,1838,1361,708,721,714,2796,2520,3041,1847,2063,1555
"gene-SA0619",8615,2104,1876,1591,1904,1683,3902,3832,3767,2225,2906,3007
"gene-SA0620",4690,2400,1691,1672,2192,1354,2765,1821,2985,4171,4951,3844
"gene-SA0621",535,893,414,130,157,130,877,926,941,696,716,780
"gene-SA0622",481,924,363,121,144,126,1098,852,1157,854,779,604
"gene-SA0623",70,129,53,7,17,13,124,99,150,134,112,93
"gene-SA0624",4530,2193,2452,692,645,580,3044,3372,3032,2113,2274,3105
"gene-SA0625",1170,895,850,187,172,168,1097,1282,1199,745,883,872
"gene-SA0626",1206,1223,783,143,115,133,1273,1429,1354,753,789,824
"gene-SA0627",1778,1616,986,339,331,288,2109,2134,2073,1119,1071,1415
"gene-SA0628",1263,1318,617,258,266,249,1759,2025,1814,848,915,977
"gene-SA0629",353,406,168,63,58,71,601,703,593,276,273,283
"gene-SA0630",641,490,649,99,114,95,510,411,549,587,643,542
"gene-SA0631",70,46,25,8,6,8,47,46,56,48,41,43
"gene-SA0632",2078,652,1078,110,107,88,728,672,751,849,762,1084
"gene-SA0633",2629,711,1216,250,236,197,1005,945,935,1065,959,1324
"gene-SA0634",1415,363,399,162,137,122,597,607,592,478,479,645
"gene-SA0635",1662,745,915,507,339,403,1389,1435,1457,972,1266,1499
"gene-SA0636",1024,445,447,184,122,126,597,528,626,429,381,625
"gene-SA0637",2591,806,1156,434,220,340,988,958,1029,923,950,1309
"gene-bacA",1470,805,920,397,436,415,1215,986,1271,1077,1212,1244
"gene-SA0639",273,348,330,125,119,103,283,272,284,417,453,409
"gene-SA0640",438,590,649,166,211,162,542,524,587,750,785,844
"gene-SA0641",207,235,584,204,255,175,371,306,422,797,891,841
"gene-SA0642",2403,2951,3448,463,554,440,2472,2826,2555,2457,2629,3100
"gene-SA0643",3522,3274,4087,756,904,686,3325,3630,3524,3441,3486,4732
"gene-SA0644",578,578,547,52,86,65,646,712,639,460,395,297
"gene-SA0645",849,608,608,139,161,141,569,727,593,472,466,600
"gene-SA0646",1418,760,962,275,274,257,849,992,828,675,770,991
"gene-SA0647",123,111,120,42,45,34,120,129,151,152,244,113
"gene-SA0648",172,125,128,42,47,43,127,115,144,188,156,108
"gene-SA0649",306,240,272,103,110,87,305,277,319,270,389,351
"gene-norA",626,787,738,467,427,412,1257,816,1318,1900,2090,2095
"gene-SA0651",301,365,364,125,138,121,421,223,428,910,729,832
"gene-SA0652",487,284,342,61,60,72,348,239,314,265,232,446
"gene-SA0653",5738,278,289,59,57,42,294,255,303,203,208,325
"gene-fruB",5202,344,416,89,82,92,396,386,330,229,245,340
"gene-fruA",7532,2110,2389,505,479,513,2184,2177,2150,1365,1592,2088
"gene-nagA",1231,1022,943,351,343,411,2387,2181,2366,1091,1096,1741
"gene-SA0657",11786,11578,14264,2588,2977,2511,14155,15184,14800,11709,13010,16292
"gene-SA0658",367,149,241,138,80,82,288,313,272,283,295,416
"gene-SA0659",715,410,530,251,178,175,630,600,669,686,641,852
"gene-saeS",3894,5134,4270,2867,2575,2884,11467,7338,11709,11436,14310,13700
"gene-saeR",3081,3410,3142,1665,1459,1730,7545,4316,7700,7618,10067,12929
"gene-SA0662",196,288,265,91,83,101,656,425,768,519,1039,571
"gene-SA0663",704,1674,1903,1480,1113,1687,4912,2357,5027,3463,5215,5963
"gene-SA0664",755,556,382,103,111,112,724,913,730,506,505,179
"gene-SA0665",924,831,649,332,399,369,1162,1111,1184,950,1050,1340
"gene-SA0666",483,363,288,128,138,122,531,476,539,416,473,660
"gene-SA0667",842,518,438,220,212,235,811,757,796,599,640,900
"gene-SA0668",365,231,242,58,35,38,257,247,264,178,200,267
"gene-SA0669",757,534,542,121,103,120,733,711,724,507,539,651
"gene-SA0670",333,356,270,70,80,70,527,450,474,306,290,351
"gene-SA0671",607,295,239,65,63,69,401,347,422,255,241,213
"gene-SA0672",1773,1077,1018,243,214,229,1439,1304,1528,999,938,1135
"gene-SA0673",2321,1735,1662,461,512,455,2716,2709,2717,1550,1752,2309
"gene-SA0674",37528,20394,15553,8519,9507,8167,35391,32286,36820,25967,28578,30711
"gene-SA0675",7758,5688,3624,1090,1344,1022,5708,6058,5641,5730,5274,6811
"gene-recQ",5068,5698,4263,1122,1358,961,6453,6926,6542,5893,5439,7009
"gene-SA0677",521,619,629,241,231,189,818,780,835,954,852,1123
"gene-SA0678",1092,1011,956,344,412,296,1437,1456,1535,1464,1459,1701
"gene-SA0679",4934,5888,8889,1195,1337,1332,8213,6474,8201,5412,5908,8681
"gene-SA0680",10186,10465,12162,1475,1565,1386,11728,11297,11998,7672,8105,10896
"gene-SA0681",828,456,508,619,352,393,921,774,984,1177,1169,1340
"gene-SA0682",10145,23187,20709,5872,6594,6393,39362,29430,40269,24919,27221,32355
"gene-SA0683",571,682,491,308,321,272,1437,1317,1480,840,1109,975
"gene-SA0684",1232,930,791,464,473,414,1723,1621,1814,1246,1365,1297
"gene-nrdI",2367,1462,2787,686,745,584,2051,1642,1934,3693,3328,3870
"gene-nrdE",12631,13091,20440,7860,8861,7464,21800,15619,23020,33091,33873,35914
"gene-nrdF",4417,8087,11829,4974,5563,4573,16064,9698,17297,24160,23308,26266
"gene-SA0688",331,682,159,54,61,62,749,973,796,189,341,268
"gene-SA0689",221,380,102,41,44,44,454,757,447,142,186,133
"gene-SA0690",286,382,119,44,43,45,443,857,464,176,244,216
"gene-SA0691",933,905,532,151,143,169,1990,2812,2088,926,1308,1186
"gene-SA0692",1028,521,379,232,227,225,859,719,915,635,700,779
"gene-SA0693",4016,1110,1051,565,560,540,1747,1599,1787,1235,1445,1565
"gene-SA0694",803,112,109,42,56,55,164,111,175,171,145,109
"gene-SA0695",919,752,785,107,135,111,844,682,852,673,624,694
"gene-SA0696",842,532,525,259,252,239,747,628,755,678,771,708
"gene-SA0697",2611,1079,1074,307,431,319,1423,1252,1425,1079,1191,1444
"gene-pepT",6748,3407,4291,938,935,989,4891,4833,4865,2825,3345,4146
"gene-SA0699",510,461,415,121,122,110,573,590,594,315,394,554
"gene-SA0700",917,531,584,133,173,170,689,743,779,418,547,541
"gene-SA0701",7125,1209,1110,808,921,822,1535,1552,1707,1056,1305,1205
"gene-llm",3489,1267,1323,248,290,247,1798,1648,1895,1398,1335,1379
"gene-SA0703",1043,722,890,161,180,155,858,836,845,613,633,790
"gene-SA0704",25369,24867,53367,2704,3058,3102,4561,4229,4882,18588,23136,32531
"gene-SA0705",2724,3908,6120,195,209,210,359,380,324,2717,2918,4477
"gene-SA0706",1736,3633,5977,129,156,151,264,298,213,2659,2642,4061
"gene-SA0707",11020,12313,14095,1264,1284,1538,7886,9941,8462,6140,6787,10340
"gene-secA",23704,16881,14679,4804,5121,4599,19842,19650,19947,15318,17738,22571
"gene-prfB",1561,1850,2288,566,531,521,2427,1968,2429,2144,2191,3003
"gene-SA0710",28648,37245,23607,6909,8603,6966,27942,21250,28083,24327,24188,27077
"gene-SA0711",495,792,565,95,132,101,800,514,928,725,582,570
"gene-SA0712",124,269,184,33,48,29,273,166,292,224,200,216
"gene-uvrB",10590,2869,4765,698,926,714,3152,3220,3077,2623,2471,3975
"gene-uvrA",13041,4894,8304,1430,1629,1359,6190,7036,6036,4759,5012,7507
"gene-hprK",5252,2380,3457,684,735,738,3401,2846,3189,2716,2499,4087
"gene-lgt",2575,1490,1882,433,447,429,2426,2192,2542,1595,1851,2227
"gene-SA0717",1401,718,847,229,239,195,1344,1121,1292,885,912,1088
"gene-SA0718",4220,1906,2081,484,576,474,2983,2407,2923,2247,2185,2850
"gene-trxB",6036,4158,4355,1079,1251,1017,5564,5789,5555,5035,5998,7475
"gene-SA0720",3172,1624,1927,317,382,349,1595,1607,1723,1556,1576,1874
